"2017.Mark.Sofroniou.Parallelizing.NDSolve","Mark Sofroniou","Parallelizing NDSolve","Some parallel approaches to numerically solving differential equations will be outlined. Recent work to parallelize NDSolve will be explained in detail together with a description of the advantages and limitations of the method chosen. Examples involving ordinary and partial differential equations will also be given.","Engineering/Science"
"2017.Tom.Wickham.Jones.Wolfram.Compiler","Tom Wickham-Jones","Wolfram Compiler","Software Development","1 hour"
"2017.Roman.Maeder.Parallelism.i.the.Enterprise.Private","Roman Maeder","Parallelism i the Enterprise Private Clouf","All EPC (Enterprise Private Cloud) products can now be configured to support parallel computation. The option allows for parallelism on the EPC host itself, as well as on any additional compute nodes provided. We discuss technical and licensing aspects of this HPC extension to the private cloud and give a demonstration of cloud parallel computations.","Software Development"
"2017.Christian.Rodriduez.Danielle.Rommel.Computational.Thinking.Initiative","Christian Rodriduez Danielle Rommel","Computational Thinking Initiative","Education","Meet Up"
"2017.Karenna.Lange.Danielle.Rommel.Wolfram.Ambassadors","Karenna Lange, Danielle Rommel","Wolfram Ambassadors","Discuss Wolfram's Student and Community Ambassadors","Education"
"2017.Andrea.Griffin.Chip.Hurst.Jesse.Dohmann.High.School.Student.Group.Focus","Andrea Griffin Chip Hurst Jesse Dohmann","High School Student Group Focus Group","Education","Focus Group"
"2017.John.Fultz.Jason.Harris.Yihi.Dong.Math.Typesetting.Round.Table","John Fultz, Jason Harris, Yihi Dong","Math Typesetting Round Table","Software Development","9/14 mm"
"2017.Danielle.Rommel..Ish.Vardhani.Women.in.Tech.Round.Table","Danielle Rommel & Ish Vardhani","Women in Tech Round Table","Round Table","9/14 mm"
"2017.Roman.Maeder.Persistence.and.Initialization","Roman Maeder","Persistence and Initialization","The Wolfram Language allows values to be set up to be persistent beyond a single session. The persistent values can be stored in a variety of locations, locally or in the cloud. Values can either be retrieved from a single location or can be aggregated from multiple locations. This presentation gives an overview over new persistence features, caching of results, and their use for initializing sessions in a sophisticated way.","Software Development"
"2017.Daniel.George.Computational.Approach.to.Game.Theory","Daniel George","Computational Approach to Game Theory","A new era of gravitational wave (GW) astronomy has begun with the recent detections by LIGO. However, current data analysis pipelines are limited by the extreme computational costs of template-matching methods, thus facing significant delays; they are also unable to detect all types of GW sources. I will introduce a new technique, based on two 1D-convolutional neural networks, that allows real-time detection and parameter estimation of GW signals whose amplitudes are much weaker than the background noise. This uses data derived from high-performance physics simulations on supercomputers, including Blue Waters, to train neural networks on GPUs using the Wolfram Language. I will also discuss my recent work on applying transfer learning and unsupervised clustering methods in the Wolfram Language for classifying anomalous noise transients in spectrograms of LIGO data. I will conclude with an overview of my ongoing research on extracting weak signals from LIGO data using denoising auto-encoders based on recurrent neural networks with an attention mechanism. This deep learning framework for low-latency analysis of the raw big data collected by observational instruments can enable real-time multi-messenger astrophysics, which promises groundbreaking insights about the universe.","Engineering/Science"
"2017.Raj.Balaebail..Arnoud.Buzing.Mathematica.Prerelease.Program.Meet.Up","Raj Balaebail & Arnoud Buzing","Mathematica Prerelease Program Meet-Up","Software Development","-------------"
"2017.Andre.Kuzniarek.Brian.van.Vertloo..Brady.Martin.Chiara.Basile.Doc.Search.Meet.Up","Andre Kuzniarek, Brian van Vertloo,, Brady Martin, Chiara Basile","Doc Search Meet-Up","Explore and contribute ideas and suggestions for the new Wolfram Language documentation search functionality.","Software Development"
"2017.Andrea.Griffin..Christian.Rodriguez.Student.Projects.for.Review.and","Andrea Griffin & Christian Rodriguez","Student Projects for Review and Feedback","Education","-------------"
"2017.Kyle.Keane.Hands.on.Guide.to.Authoring.Computational","Kyle Keane","Hands-on Guide to Authoring Computational Curriculum using Code Seal ? ","Code Seal ? provides a tool to transform your traditional Mathematica notebooks into interactive homework assignments that support modern educational best practices such as scaffolded presentation of information, worked and faded contextual examples, frequent assessment, and prompts to invoke metacognition. In this workshop, we will introduce the Code Seal ? tools and guide you through the authoring process to convert one of your own Mathematica notebooks into a computational homework assignment. In addition to a modern interface, Code Seal ? includes comprehensive data collection and analysis so both the student and teacher get information about when and where the students are spending time on the assignment, the code that is being written and evaluated, where in the assignment students get stuck, and whether they are stuck due to conceptual misunderstandings or coding mistakes. We will present the details of the data and how to use it to improve curriculum in the companion talk, this workshop will focus on the mechanics of curriculum development. Participants will have the option to collaborate with other educators on a topic of shared interest or work on their own curriculum.","Education"
"2017.Jon.McLoone.Computer.Based.Math.Rethinking.Math.Education.","Jon McLoone","Computer-Based Math: Rethinking Math Education, Assuming Computers Exist","This talk will give an update on the latest progress of the Computer-Based Math project and its attempt to redefine the underlying purpose and subject matter of math education. The talk will discuss the ongoing development of the philosophical underpinnings of the project and enabling technology, and it will show examples of reference courseware materials that have been created. The talk will also provide an update of political progress, and sometimes the lack of, in different countries that we have worked with.","Education"
"2017.Sjoerd.Smit.Bayesian.Inference.in.the.Wolfram","Sjoerd Smit","Bayesian Inference in the Wolfram Language","Bayesian methods offer a robust way to fit mathematical models to data and to compare the performances of different models. This presentation show how both analytical and numerical functionalities in the Wolfram language can be used to implement Bayesian data analysis methods.","Data Science"
"2018.Gerald.Thomas.Distinguishing.Zero.Sum.Games.and.Non.Zero.Sum","Gerald Thomas","Distinguishing Zero-Sum Games and Non-Zero-Sum Games Using Decision Process Theory","Based on progress using Mathematica to solve nonlinear partial differential equations, decision process theory was applied to a variety of zero-sum and non-zero-sum games. Two key assumptions play a central role in this analysis: a model for the strategies each player owns; and a model for the connection between the game value and the coupling each player has to the game (their engagement). It is well known that some games appear to be naturally zero-sum, such as the rock–scissors–paper game. Other games are known to be non-zero-sum, such as the prisoner's dilemma and the different variants of the game of chicken. We describe how the partial differential equations are solved using the Wolfram Language in a Mathematica notebook. Then, using this notebook, we demonstrate how these games differ. One interesting insight is the possibility of looking at rock–scissors–paper as a non-zero-sum game. As part of this exercise, we come to a generalization of the Nash equilibrium to steady-state behaviors, which we call neutral behavior.","Math & Science"
"2018.Chris.Niemann.Nicole.Marin.Jacob.Leonhard.and","Chris Niemann","Nicole, Marin, Jacob, Leonhard and Bernhard Meet Dmitri at 6","Our paper covers the lives of five mathematicians and one chemist, showing some of their contributions to mathematics and science. Bishop Nicole led the way when he proved that the harmonic series diverges. Later, Euler showed that if even powers are applied to the harmonic series, they all have closed for representations, involving the same powers of pi and the Bernoulli numbers. Riemann expanded the series to have imaginary exponents. This function became known as the zeta function. His mentor and friend, Dirichlet, extended the alternating harmonic function, naming it the eta function. The well-known relationship of the zeta function and the eta function allowed Riemann access to the critical strip above and below the continuum in the complex plane. Riemann's functional equation proved that all negative even integers as exponents lead to the ""trivial zeros"" of his function. It also gave him all zeta function values to the left of the imaginary axis in the complex plane. In 1859, Riemann postulated that all nontrivial zeta zeros are imaginary numbers, whose real parts are one half. A remarkable relationship is unfolded, proving the relationship among M ( p ), the Mersenne number, and Dirichlet's eta function plus Riemann's zeta function. A contemporary of Riemann was Dmitri Mendeleev, born in Siberia. He became famous throughout Europe for his discoveries in chemistry, mainly his periodic table of elements.","Math & Science"
"2018.Edmund.Robinson.Estimating.Windstorm.Losses","Edmund Robinson","Estimating Windstorm Losses","This talk presents a workflow that combines third-party geographic information systems (GIS) datasets with the contract loss distributions to produce a dynamic interface to estimate and visualize incurred but not reported (IBNR) claims related to windstorm events.","Engineering & Modeling"
"2018.Abby.Brown..Students.High.School.Computational.Thinking.Club.","Abby Brown & Students","High-School Computational Thinking Club ( CT@TP )","How do I share the Wolfram Language with students outside of my own classes? By starting a new club! We call it CT@TP for Computational Thinking at Torrey Pines. Open to all students in our high school, CT@TP is an opportunity for students to learn about computational thinking, experiment with artificial intelligence and solve a variety of problems with Mathematica. Activities have included machine learning, image processing, interactive animation, text analysis and 3D printing. For some students, this is their first introduction to computer programming. For others, it is an extension of what we do in my classes. In this talk, my students and I will share our goals, experiences and challenges with developing the club. We will present some of our resources, including materials from the Computational Thinking Initiatives and our own original lessons and explorations. http://www.abbymath.com/CT","Math & Science"
"2018.Rahul.Jaiswal.Gautam.Anand.webMathematica.REST.APIs.Powering.a","Rahul Jaiswal/Gautam Anand","webMathematica REST APIs Powering a Web-Based PV Simulation Platform","This contribution presents the current status of our XSolar-Hetero photovoltaic simulation web-based platform, which is developed at SERIS (Solar Energy Research Institute of Singapore), NUS, highlighting several developed capabilities such as: (a) the addition of new solar materials into the database (currently, 18 materials with corresponding optical/electrical/recombination properties); (b) an interface to describe/publish various solar cell architectures; (c) an interface to adjust the various material properties; (d) a dynamic program integration capability (allowing researchers to upload new device/process/yield simulators with very limited knowledge of web technologies); (e) Io T ? -based/manual upload of various photovoltaic-related measurements by researchers from the laboratory/clean room; and (f) a comparative visualization between a simulated and an uploaded measurement. We would live-demonstrate some of our webMathematica services developed for in-house simulation being integrated and executed from within the XSolar-Hetero platform. The demonstration will include device and process simulation, image processing (photoluminescence images) and use of Excel Link ? as an API. (All these programs are converted to webMathematica REST APIs and integrated with the web platform.) We would demonstrate how simple it is to do advanced process and device simulations if using our web-based simulation platform.","Engineering & Modeling"
"2018.Neil.Singer.Using.System.Modeler..with","Neil Singer","Using System Modeler ? with Mathematica to Rapidly Build and Verify Hardware Control Systems","AC Kinetics (Armonk, NY) is a company that develops new AC induction motor drive software that simultaneously increases motor performance and energy efficiency. We use proprietary optimization technologies to develop our software. System Modeler ? and Mathematica are integral parts of our workflow, and I will be presenting several use cases for System Modeler ? and Mathematica for hardware development and control. In commercial applications, AC Kinetics uses both System Modeler ? and Mathematica to develop its software for controlling AC induction motors. We will demonstrate how we use System Modeler ? to verify our real-time digital controller C code in simulation and then deploy the verified software in hardware. Using this approach, we can quickly prototype and test software that runs our motor drive at powers up to 400 hp. AC Kinetics, along with its industrial partner, Koch Industries (Wichita, KS), field tested the software demonstrating energy savings in some applications as high as half of the total energy. We will present our System Modeler ? workflow and show a comparison between our simulation results and hardware field testing. In addition, we will demonstrate how to use System Modeler ? and Mathematica to generate the equations of motion of a dynamic system. Next, the equations of motion will be used to design a controller and then the controller can be implemented and tested with System Modeler ? . We will demonstrate how this workflow provides significant time savings over conventional approaches to controller design.","Engineering & Modeling"
"2018.Aaron.Santos.Exploring.Insurtech.in.the.Wolfram","Aaron Santos","Exploring Insurtech in the Wolfram Language","The insurance industry is experiencing an unprecedented influx of new technology designed for enhanced data collection and analytics. Artificial intelligence, telematics, wearable Io T ? devices and natural language processing are just a few technologies affecting the insurtech space. When done correctly, these technologies can be used to improve safety and reduce risk for people and businesses. In this talk, Aaron Santos will describe how EMC Insurance Companies uses the Wolfram Language to rapidly prototype and explore insurtech solutions.","Engineering & Modeling"
"2018.Anton.Antonov.A.Conversational.Agent.for.Neural","Anton Antonov","A Conversational Agent for Neural Networks: Construction, Training and Utilization","In this talk, we are going to discuss the design principles, structure and implementation of a conversational agent that produces Wolfram Language code for neural networks creation, management, training and utilization. The talk has four interleaved components: a monadic programming overview, the general approach and concrete steps of building the conversational agent, and demonstration of abilities.","Data Science"
"2018.Eric.Nelson.Isaac.Gelman.A.Model.for.Programmer.Apprenticeships.","Eric Nelson/Isaac Gelman","A Model for Programmer Apprenticeships, Starting in High School with Mathematica","We see a pressing need for not just more but better software developers and teams. We assert the expansive field of software development (arguably both a trade and an aspiring engineering discipline) has stymied efforts to date to build reliable pathways to expertise—and a robust labor force. The most recent experiment is the ~3–6 month developer ""bootcamp"" training model, which has (no surprise) flooded the job market with just-barely-hireable graduates, exceeding demand for low-skill roles while not meeting the still-high demand for proficient or expert developers. We propose a software developer training model based on long-term, geographically distributed, part-time apprenticeships, which begin in high school and continue through graduation from a four-year university degree program. And we advocate the Wolfram Language as the preferred training language for apprentices. We will present demos of early portfolio projects developed by our high-school-student trainees, followed by a detailed explanation of Augment's software developer training model and why we have chosen the Wolfram Language as our training language (instead of e.g. Python, Java or C++). We aim to scale up this training model over the coming years, playing our part in closing the software development skills gap—and possibly even laying a foundational step on the way to a true engineering discipline of software.","Engineering & Modeling"
"2018.Jessica.Sudo.SYLVA.The.Simple.Solution.for","Jessica Sudo","SYLVA: The Simple Solution for Testing Students","From teachers, for teachers. SYLVA is a learning management system that integrates the course material creation, classroom distribution and student assessment processes all in one place. The platform was developed from our years of experience teaching quantitative courses at the University of Zurich. SYLVA's authoring tool is practical for the creation of all types of interactive course materials and individualized examinations for any level Wolfram Language user. By simplifying the assessment and grading procedures for courses of all sizes with automated grading, teachers can focus on their course content rather than deployment. In this talk, we showcase how SYLVA is a fully integrated platform and the most convenient solution for the creation and large-scale distribution of lecture materials, assignments and examinations.","Math & Science"
"2018.Jose.Luis.Gomez.Munoz.Cloud.Apps.for.Mobile.Learning","Jose Luis Gomez-Munoz","Cloud Apps for Mobile Learning of Calculus and Engineering Design","We used the Wolfram Language to develop engineering design cloud apps for gears and belt drives, specifically designed for lectures at our university. Students that used them to solve homework and exam assignments were able to generate several different successful designs. Then we moved on to implement adaptive learning apps for calculus. Adaptive learning is an education technology that can respond to a student's interactions in real time by automatically providing her or him with individual support. Our adaptive learning cloud app continuously saves the progress of the user; therefore, each student can come back another day to continue working, and the instructor can monitor her or his efforts. Questions and answers can have random parameters, so that different students see different versions of the question, and the correct answers appear in a different position in the multiple-choice list for each user. In future work, we want to incorporate machine learning into our adaptive apps.","Engineering & Modeling"
"2018.Kamar.Mack.Winning.Hyper.Local.Elections.and.More","Kamar Mack","Winning (Hyper-)Local Elections and More","This presentation is designed to provide viewers with strategies for using Mathematica to promote a message, cause or product in a local setting. My use case was in our Student Association election at Georgetown, but the strategies can apply to several different instances as long as there is a core team of three or more other people to collaborate with. The first step I will show is the process of creating and cleaning a spreadsheet with a master list of prospects—most easily done using Facebook or another social media platform. Afterward, I will present a program in the Wolfram Language which segments the prospects into tiers based on friendship with the core team. From this tier system, the core team can divide the work of recruiting staff members, and they immediately have a pool of additional prospects from which the staff can choose. With proper analytics, tight organization and the power of word of mouth, Mathematica can help any cause spread—fast. The basic human psychology making these strategies effective lies in our willingness to perform favors if it is a close friend that asks us. At each step, the core team or staff member interacting with a prospect are the most optimal people available to persuade him or her. When performed correctly, these strategies can assist a core team to spread a message to a group 20+ times its size with relative ease.","Data Science"
"2018.Lanston.Hau.Man.Chu.Machine.Learning.on.Gun.Protests","Lanston Hau Man Chu","Machine Learning on Gun Protests Diffusion: Cluster-Tree-MLE Analysis","This project studies the diffusion pattern of gun-control protests, using a space-time metric space which combines temporal and spatial information. The study finds that there is a significant relationship between the boundary of protest clusters and the several mass-shooting cases. Inside each cluster, the data points (i.e. the protests) would be connected by a spanning tree, while the tree's edge (i.e. jump pattern) can be fitted by an exponential distribution. There are two main drivers in the protest spread: geographical diffusion and burst, acting in the long and short timeframes, respectively. It is expected that the cluster-tree-MLE approach for diffusion can be applicable to the other areas regarding contagion, including social practices or fields such as contagious diseases. Relevant Wolfram Community Post: http://community.wolfram.com/groups/-/m/t/1374708","Data Science"
"2018.Michael.Ulrey.Playing.the.Bell.Game","Michael Ulrey","Playing the Bell Game","This talk takes a look at some of the debate and controversy surrounding quantum foundations, in particular Bell's theorem and its variants. Includes some interactive visual illustrations of Bell's inequality and how to (try to) play the Bell game.","Math & Science"
"2018.Bruno.Autin.Trisectors.and.Perspective.an.Entry","Bruno Autin","Trisectors and Perspective, an Entry to Complexity in Geometry","Symbolic calculation is applied to the topology of the triangles generated by intersecting the trisectors of a reference triangle T . A special set of intersections is the equilateral Morley triangle M . Moreover, there exists lines joining the vertices of T and M that intersect at the same point. T and M are thus in perspective. Moreover, three couples of lines of sight intersect at three points aligned on the Desargues line. Here, all the triangles created intersecting the trisectors, and not only the Morley triangle, are shown to be in perspective with T and between them. This is a new fact. Moreover, complexity enters with the seemingly endless generation of triangles built with the centers of perspective, the Desargues lines or both. At that level, symbolic calculations become very complicated, and a limitation is imposed by the power of the computer and cloud computing, yet not tested; using supercomputers should extend the investigation of the properties of the various patterns related to the trisectors of a triangle. The exploration of such fields of geometry is an ideal application of Mathematica to education and research. The Geometrica package, a Mathematica application for Euclidean geometry, is used.","Math & Science"
"2018.Milana.Lima.dos.Santos.Notebooks.and.CDFs.as.Learning","Milana Lima dos Santos","Notebooks and CDFs as Learning Support for an Engineering Course","This talk focuses on the experience of intensively using Wolfram Mathematica's dynamic functionalities to present some topics in electrical engineering subjects in an undergraduate course. Also, it shows how the instructional materials are based on Mathematica notebooks, as well as the engagement of students in such activity. As engineering courses are facing the challenge of including interdisciplinary subjects keeping, or even reducing, the credit hours in the classroom, well-developed Mathematica notebooks can provide a graphic and interactive way for students to experiment, in a graphic interface, some topics whose mathematical demonstrations are not so simple. It is particularly useful for subjects that are not part of the ""core"" subjects, such as basic and applied electricity, for a non-electrical engineering program, such as chemical or production engineering. Notebooks were developed to demonstrate the impact of reactive electric power in the magnitude and phase of supplied current for a given load, or how the rotating fields are induced in electrical motors. Notebooks with more complex functionalities were developed to clarify advanced topics even for electrical engineering students, such as circuits with relays and timers, asymmetric short-circuit calculation, operation curves for wind turbines and generators, and curve-based selection of electric motors. Some undergraduate students have developed some of these notebooks as their course conclusion project.","Engineering & Modeling"
"2018.Rodrigo.Obando.Disposable.Visualizations.with.Mathematica","Rodrigo Obando","Disposable Visualizations with Mathematica","Our perception of the world comes through our five senses. Each one provides a different aspect of the world, and our brain processes them all to form the world model we use to study it and understand it. Of the five senses, we may use vision and hearing the most. We have advanced our technology to be able to record, store and transmit images and sound which are associated with vision and hearing, respectively. We use visualization to enhance our appreciation of the world, in particular in the sciences and engineering. This visualization adds ""dimensions"" to what we perceive in the form of color and shape. Scientific or data visualization has become a discipline of its own, and it has a growing body of knowledge. The people who develop visualizations have in mind tools that will be useful for many people and, if at all possible, useful in many a discipline. This effort is such that when we attain such a tool, we expect it to be used for a long time to come. The principles we teach in creating visualizations aim at being useful to many individuals and not just a few. We propose that we create what we call Disposable Visualizations that should not require too much time to create and that might be useful to one individual or to a few at the most. Prior to the enhancements in visualization to Mathematica this goal was difficult to achieve. Let us make visualization scaffolding for discovery.","Data Science"
"2018.Yash.Akhauri.Introducing.Hadamard.Binary.Neural.Networks","Yash Akhauri","Introducing Hadamard Binary Neural Networks","This presentation will introduce a new neural network architecture (HBNN), tuned for distributed AI training and offline inference. We will begin by discussing the implementation of an HBNN multi-layer perceptron in the Wolfram Language. After this, we shall delve into some elementary classifier metrics of the architecture in question. We will discuss performance gains in depth and the reduction in communication costs once implemented on a server. Efficient kernels for general matrix multiplication and convolution will also be discussed. We will conclude with an analysis of the high-dimensional geometry of the architecture in question and future work to be done in this field. We will also discuss the possibility of a distributed mesh computing platform with the Wolfram Engine to power the front end to bring easy, accessible AI training to the masses, in both corporate and educational institutions.","Data Science"
"2018.Jan.Riha.Pavla.Sretrova.Nuclear.Angular.Correlations.Perturbation.and","Jan Riha/Pavla Sretrova","Nuclear Angular Correlations: Perturbation and Correlation Functions","Time-differential perturbed-angular correlation (TDPAC) belongs to a family of hyperfine methods and gives information on the hyperfine (nuclear magnetic dipole and electric quadrupole) interactions of specific nuclei. The technique is based on the observation of time and spatial correlation between two succeeding photons emitted by one nucleus. This presentation provides numerical calculations of perturbation and correlation functions and their simulations in Wolfram Mathematica. The theoretical correlation function was modified by normalization, averaging through certain range of angles and also its convolution with the time-response function of the detector to imitate real experimental output.","Math & Science"
"2018.Thomas.Weber.Tobias.Weber.Bike.Racing.with.Mathematica","Thomas Weber/Tobias Weber","Bike Racing with Mathematica","Ten years ago, Wolfram started to introduce geographic functionality in Mathematica, and this functionality has grown substantially. In 2015, Travel Directions ? was added, which allows for travel planning for driving, biking and walking. There are some assumptions connected with the travel method biking, e.g. ""biking on allowed paths at 18 km/h."" Bikers differ substantially in their speeds, so this assumption does not fit for all. Also, the climbing abilities of bikers are also very different, so a basic question is always ""over the top of the hill or around?"". Here we use Mathematica to develop a model of bike-tour planning for a bike race across Europe using the geo functionality of Mathematica and the ability to collect, combine and analyse data from diverse sources like Open Street Map ? , Strava—a website used to track cycling activity via GPS—and Google Street View. We demonstrate that bike-tour planning calibrated to estimate power measures retrieved from Strava gives interesting insight. We think that this is a novel approach.","Data Science"
"2018.Nassim.Nicholas.Taleb.Doing.Probability.with.Mathematica","Nassim Nicholas Taleb","Doing Probability with Mathematica","Data Science & AI","9/14 (gave swede talk time to email him)"
"2018.Andrew.Hanson.Matching.Paired.Sets.of.Space","Andrew Hanson","Matching Paired Sets of Space and Orientation Data","We examine the problem of transforming matching collections of data points into optimal correspondence. The classic root-mean-square deviation (RMSD) method calculates a 3D rotation that minimizes the RMSD of a set of test data points relative to a reference set of corresponding points. Similar literature in aeronautics, photogrammetry and proteomics employs numerical methods to find the maximal eigenvalue of a particular 4x4 quaternion-based matrix, thus specifying the quaternion eigenvector corresponding to the optimal 3D rotation. Here we generalize this basic problem, sometimes referred to as the Procrustes problem, and present algebraic solutions that exhibit properties that are inaccessible to traditional numerical methods. We begin with the 4D data problem, a problem one dimension higher than the conventional 3D problem, but one that is also solvable by quaternion methods; we then study the 3D and 2D data problems as special cases. In addition, we consider data that is itself a quaternion isomorphic to orthonormal triads describing 3D coordinate frames (amino acids in proteins possess such frames). Adopting a reasonable approximation to the exact quaternion-data minimization problem, we find a novel closed form ""quaternion RMSD"" (QRMSD) solution for the optimal rotation from a quaternion dataset to a reference set. We observe that composites of the RMSD and QRMSD measures can also be solved with these methods.","Math & Science"
"2018.Ashwin.Ganapathiraju.The.Caribbean.Trapezoid.Wrangling.3D","Ashwin Ganapathiraju","The Caribbean Trapezoid: Wrangling 3D Sea Turtle Graphics with Unity Link ? ","In this presentation, we will share the insights gained from developing a unique active learning experience called the Caribbean Trapezoid that employs Wolfram Unity Link ? . This new technology is designed as a bridge between Mathematica and Unity 3 D ? , a vastly popular engine for game development. Our assertion is that Unity Link ? is quite capable of positively impacting the future of gaming, storytelling and education. The Caribbean Trapezoid combines a sci-fi scenario and a focus on teamwork, and utilizes a mixed-reality platform. Its protagonist is AIMSPP (Artificially Intelligent Multi-sensory Signal and Pattern Perceiver), who is embodied as a robotic sea turtle. AIMSPP is controlled through the Wolfram Language, and consequently has the potential to learn additional behavior as it moves about in simulated oceans and interacts with various aquatic creatures within them. In utilizing Unity Link ? , we encountered several challenges which ended up being solved in revealing and sometimes unorthodox ways, providing valuable lessons along the way. Circumstances engendered innovative and unconventional uses of techniques and features, from cross-software dialog boxes to asynchronous scene management. Unexpected difficulties that were solved included issues of controlling program state, object hierarchy and proper instancing. AIMSPP was built to provide opportunities for students that require computational thinking, and that brought with it certain design challenges such as delayed instructions and level loading, to which fascinating solutions for all were found.","Engineering & Modeling"
"2018.Daniel.Reynolds.Computation.Jockey.Mind.over.Matter","Daniel Reynolds","Computation Jockey: Mind over Matter","In this talk, we will demonstrate how to connect signals from an EEG reader in order to control parameters of mathematical visualization (such as fractals and cellular automata) simply with one's mind. In this multimedia and audience-interactive presentation, we show how the potential for using the Wolfram Language as a tool for STEM/STEAM outreach is limited only by one's mind. This talk continues the development of the concept of Computation Jockey where DJ tools combine with data, science, mathematics and other connected devices to become tools for visualization.","Engineering & Modeling"
"2018.George.Varnavides.Slack.Commands.and.Other.Office","George Varnavides","Slack Commands and Other Office Productivity Tricks with the Wolfram Language","Slack is becoming the go-to office communications software, with many built-in office management apps and the ability to code your own. The Wolfram Language, equipped with plenty of Cloud Credits for most subscriptions and even Data Drop for storing data in the cloud, makes such app building very straightforward. Here is a simple example (set up for my lab during one afternoon) of building and querying a cloud-based textbook library.","Data Science"
"2018.Jay.Alan.Jackson.Munzar.Enan.The.Caribbean.Trapezoid.Computational.Thinking","Jay Alan Jackson/Munzar Enan","The Caribbean Trapezoid: Computational Thinking via Mixed-Reality Sci-Fi","A mixed-reality platform to stimulate computational thinking in the Wolfram Language will be presented. This embodied learning approach combines roleplaying that follows a sci-fi scenario, along with teamwork, to devise and conduct simulations and experiments. The narrative involves a group of scientists from the Cetacean Intelligence and Communications Investigation Lab (CICIL) in training for an upcoming voyage of discovery to a peculiar and desolate area called the Caribbean Trapezoid. A robotic sea turtle named AIMSPP (Artificially Intelligent Multi-sensory Signal and Pattern Perceiver) will accompany the ship Riff Raft on the exploratory mission. AIMSPP will be instrumental in providing navigational guidance and reconnaissance, albeit necessitating that the vessel's crew members be conversant in the Wolfram Language (AIMSPP's native tongue.) But there's more to the story. A troupe of wild yet playful dolphins known as A Pod Calypso have taken refuge in the Caribbean Trapezoid. Despite an intense curiosity that strongly attracts them toward harmonious syncopated tunes, rhythmic movement and colorful geometric patterns, they cautiously remain distant and avoid direct engagement with humans (contrary to typical tropical cetaceans). Consequently, after being instructed by the squad from CICIL on how to exhibit expressive body language and generate enthralling sounds, AIMSPP will be sent as a harbinger to convey universally meaningful and friendly intentions. The researchers' conjecture that having AIMSPP conduct clever interactive song-and-dance routines (composed from myriad mixes of music, motion, math and media) will draw A Pod Calypso to observe and eventually perform in synchrony, thereby producing ""close encounters of the math kind.""","Engineering & Modeling"
"2018.John.Odden.GIST..Health.Care.Guidelines.Simplicity.CDF","John Odden","GIST => Health Care/Guidelines/Simplicity/CDF","Racing to offer physicians federal, state and local incentives to deploy certified electronic health records (EHR, cEHR) and gather data for analytic purposes, the integration of evidence-based clinical practice guidelines (CPGs) into physician workflow trails far behind quality improvement efforts and interoperability. We will share our journey to establishing a guideline interoperable service tool (GIST) using a simple CDF-based approach to capture the physician's clinical decisions via encounter notes. GIST delivers this cumulated information for many purposes—education, financial, even analytics—to support population health outcomes analysis. Major US EHR vendors are said to operate as walled gardens, avoiding free interchange of patient health records, hoping to harvest future value from analytics—AI, ML, et al. Are the algorithmic and social engineering insights in GIST valuable, or are they a dodge on the national mandate for clinicians to data-fill massive relational database schemas? Are these large data pools the best place to look to operate algorithms for data science? Or, is it timely to put maximum algorithmic power at every physician's fingertips? This presentation offers a multidimensional view of complex workflows and information engineering challenges. Discussion time is intended to provide an opening to consider all perspectives on a daunting challenge—solving productivity and interoperability in US health care—before the inefficiencies deplete our diminishing resources.","Data Science"
"2018.Katarina.Jegdic.Using.Mathematica.at.the.University","Katarina Jegdic","Using Mathematica at the University of Houston-Downtown","We give an overview of topics, courses and projects in the undergraduate curriculum at the University of Houston-Downtown (UHD), where students have the opportunity to use Mathematica. The emphasis is on students' discovery and active learning through exploration of mathematical concepts. Examples include: analyzing graphs of functions in College Algebra (Math 1301) and Calculus I (Math 2401); finding eigenvalues, eigenvectors and inverse matrices in Linear Algebra (Math 2407); understanding solutions of ordinary and partial differential equations in Differential Equations (Math 3301); and Partial Differential Equations (Math 4304) courses, as well as using Mathematica in high-impact experiences, such as: Undergraduate Research (Math 3394); Directed Study (Math 4399); Senior Project (Math 4395); and undergraduate research projects sponsored by UHD Scholars Academy. These high-impact venues are taught one-on-one and are on a certain advanced topic not covered in the class. Typically, the topics include real-world applications and computational mathematics where students can use Mathematica, MATLAB or Maple.","Data Science"
"2018.Maik.Meusel.Computational.Thinking.in.Economics","Maik Meusel","Computational Thinking in Economics","In this presentation, we discuss computational thinking in the context of teaching economics. While traditional textbooks either focus on the economic theory or the methods used to analyze economical problems, we use a more intuitive and explorative approach: Imagine you only had a computer with access to data and the Wolfram Language. How would you solve economic problems? In applying computational thinking to economics, we aim to engage a broader audience in studying economic problems. In this talk, we will showcase a few example from a forthcoming interactive book and discuss the challenges of shifting the paradigm toward a new way of teaching economics.","Data Science"
